Audio_Filenames;track_genre_1;track_genre_2
bcp005_16_Freedom-Found_700101.wav;Easy Listening;Filmscore
bcp005_17_Helio-2_700102.wav;Filmscore;Electronica
bcp005_18_The-Dreamer-Wakes-Up_700103.wav;Indie, Alternative;Electronica
bcp005_19_Romp-Stomp_700104.wav;Indie, Alternative;Pop
bcp005_20_Seattle-Skyline_700105.wav;Easy Listening;Pop
bcp005_21_Blue-Sky-Blues_700106.wav;Country, Folk;Filmscore
bcp005_22_Strawberry-Waltz_700107.wav;Country, Folk;Classical Music
bcp005_23_Caribbean-Caress_700108.wav;Easy Listening;World Music
bcp005_24_This-Piece_700109.wav;Hip Hop, Rap;R'n'B
bcp005_25_Think-Smart_700110.wav;Indie, Alternative;Pop
bcp005_26_Rock-The-Plank_700111.wav;R'n'B;Pop
bcp005_27_Unicorn-Village_700112.wav;Rock;Pop
bcp006_01_Big-Cajones_700113.wav;Latin;Filmscore
bcp006_02_Journey-Del-Sol_700114.wav;Latin;Filmscore
bcp006_03_Snap-Track_700115.wav;Latin;Filmscore
bcp006_04_Suave-Tequila_700116.wav;Latin;Filmscore
bcp006_05_Cajun-Delight_700117.wav;Country, Folk;Easy Listening
bcp006_06_Do-Or-Don't_700118.wav;Blues;Easy Listening
bcp006_07_Flatwood-Funk_700119.wav;Rock;Blues
bcp006_08_Slap-Shot_700120.wav;Rock;Blues
bcp006_09_Leave-It_700121.wav;Rock;Blues
bcp006_10_Then-I-Knew_700122.wav;Big Band;Jazz
bcp006_11_Hungry_700123.wav;Jazz;Ambient, Chill
bcp006_12_I-Look-Down_700124.wav;Jazz;Ambient, Chill
bcp006_13_Mind-Reel_700125.wav;Jazz;Ambient, Chill
bcp006_14_What-Quiet-Looks-Like_700126.wav;Jazz;Ambient, Chill
bcp006_15_One-Together_700127.wav;Jazz;Ambient, Chill
bcp007_01_Country-Balls_700128.wav;Rock;Country, Folk
bcp007_02_Hayseed-Highway_700129.wav;Rock;Country, Folk
bcp007_03_Sell-These-Boots_700130.wav;Country, Folk;Filmscore
bcp007_04_Slippery-Road_700131.wav;Country, Folk;Blues
bcp007_05_Afraid-Of-You_700132.wav;Rock;Country, Folk
bcp007_06_Around-The-Corner_700133.wav;Rock;Country, Folk
bcp007_07_Here-You-Lie_700134.wav;Country, Folk;Filmscore
bcp007_08_Isabel_700135.wav;Country, Folk;Filmscore
bcp007_09_Pure-Release_700136.wav;Country, Folk;Filmscore
bcp007_10_The-Ride_700137.wav;Country, Folk;Filmscore
bcp007_11_Two-Tire-Fire_700138.wav;Rock;Country, Folk
bcp007_12_Community_700139.wav;Country, Folk;Easy Listening
bcp008_01_Girl-Time_700140.wav;Pop;Kids
bcp008_02_Super-Party-Fun-Time_700141.wav;Rock;Pop
bcp008_03_Zack-Files-Theme_700142.wav;Indie, Alternative;Kids
bcp008_04_Clown-Crusade_700143.wav;Easy Listening;Kids
bcp008_05_Summer-Skies_700144.wav;Filmscore;Kids
bcp008_06_Police-Girl_700145.wav;Electronica;Kids
bcp008_07_Yang-The-Youngest_700146.wav;Filmscore;Kids
bcp009_01_Gotta-Rock_700147.wav;Rock;Indie, Alternative
bcp009_02_Slow-N'-Spacey_700148.wav;Rock;Electronica
bcp009_03_SoCal-Surf_700149.wav;Rock;Pop
bcp009_04_RadioDead_700150.wav;Rock;Indie, Alternative
bcp009_05_We-Got-Sunny_700151.wav;Rock;Indie, Alternative
bcp009_06_All-The-Time_700152.wav;Rock;Indie, Alternative
bcp009_07_Carry-On_700153.wav;Rock;Indie, Alternative
bcp009_08_Doubt_700154.wav;Rock;Indie, Alternative
bcp009_09_For-You_700155.wav;Rock;Indie, Alternative
bcp009_10_Into-Your-Arms_700156.wav;Rock;Indie, Alternative
bcp009_11_Olive_700157.wav;Rock;Indie, Alternative
bcp009_12_Pray_700158.wav;Rock;Indie, Alternative
bcp009_13_Seize-The-Day_700159.wav;Rock;Indie, Alternative
bcp009_14_The-End_700160.wav;Rock;Indie, Alternative
bcp009_15_The-Light_700161.wav;Rock;Indie, Alternative
bcp009_16_With-Adoration_700162.wav;Rock;Indie, Alternative
bcp009_17_Lonely-Me_700163.wav;Rock;Easy Listening
bcp010_01_Go-Play-Outside_712712.wav;Rock;Indie, Alternative
bcp010_02_Happier-Days_712113.wav;Rock;Indie, Alternative
bcp010_03_It's-Sunny-Over-Here_711514.wav;Rock;Indie, Alternative
bcp010_04_No-Worries_710915.wav;Rock;Indie, Alternative
bcp010_05_Persistence_710316.wav;Rock;Indie, Alternative
bcp010_06_Sky-Venture_710317.wav;Rock;Indie, Alternative
bcp010_07_Valley-Drive_710318.wav;Rock;Indie, Alternative
bcp010_08_We-Did-It_710319.wav;Rock;Indie, Alternative
bcp010_09_Zero-to-Sixty_710320.wav;Rock;Indie, Alternative
bcp010_10_Clock-Moves-Forward_710321.wav;Rock;Indie, Alternative
bcp010_11_Wired_710322.wav;Rock;Indie, Alternative
bcp010_12_Queen-Of-The-May_710323.wav;Rock;Indie, Alternative
bcp010_13_Goin-To-Carolina_710324.wav;Rock;Indie, Alternative
bcp010_14_Tight-Shirts-&-Sweaters_710325.wav;Rock;Indie, Alternative
bcp010_15_Tall-Drink-Of-Water_710326.wav;Rock;Indie, Alternative
bcp010_16_Tips-For-The-Apocalypse_710327.wav;Rock;Indie, Alternative
bcp010_17_Pick-Up,-Pick-Up_710328.wav;Rock;Indie, Alternative
bcp011_01_Frolicking-Friends_713737.wav;Indie, Alternative;Kids
bcp011_02_Fun-Fun-Holiday_713738.wav;Indie, Alternative;Kids
bcp011_03_Nice-Neighborhood_713739.wav;Indie, Alternative;Kids
bcp011_04_Rise-To-Glory_713740.wav;Indie, Alternative;Pop
bcp011_05_Romantic-Interference_713741.wav;Indie, Alternative;Kids
bcp011_06_Sidewalk-Chalk_713742.wav;Indie, Alternative;Kids
bcp011_07_The-Cool_713743.wav;Indie, Alternative;Kids
bcp011_08_Ashes_713744.wav;Pop;Kids
bcp011_09_Far-Away_713745.wav;Indie, Alternative;Kids
bcp011_10_Everybody-Sing-Along_713746.wav;Pop;Kids
bcp011_11_Smile_713747.wav;Indie, Alternative;Pop
bcp011_12_Summer-Time_713748.wav;Indie, Alternative;Kids
bcp011_13_Getaway_713749.wav;Indie, Alternative;Kids
bcp011_14_Way-Out_713750.wav;Pop;Kids
bcp011_15_Three-Month-Weekend_713751.wav;Pop;Kids
bcp012_01_Something-Quiet_715754.wav;Easy Listening;Filmscore
bcp012_02_Darling_715755.wav;Easy Listening;Filmscore
bcp012_03_Tout's-Arrange_715756.wav;Easy Listening;Filmscore
bcp012_04_If-I-Had-You_715757.wav;Country, Folk;Easy Listening
bcp012_05_Arms-Of-Comfort_715758.wav;Easy Listening;Filmscore
bcp012_06_Making-Memories_715759.wav;Easy Listening;Filmscore
bcp012_07_Muscle-Memory_715760.wav;Easy Listening;Filmscore
bcp012_08_Rising-Sky_715761.wav;Easy Listening;Filmscore
bcp012_09_The-Meadow_715762.wav;Easy Listening;Filmscore
bcp012_10_Show-Mercy_715763.wav;Easy Listening;Filmscore
bcp012_11_The-Long-Road-Within_715764.wav;Easy Listening;Filmscore
bcp012_12_Desert-Islands_715765.wav;Easy Listening;Filmscore
bcp012_13_Till-It's-Gone_715766.wav;Easy Listening;Jazz
bcp012_14_More-Than-My-Name_715767.wav;Easy Listening;Filmscore
bcp013_01_Kentucky-Conversation_720048.wav;Country, Folk;Easy Listening
bcp013_02_Bon-Voyage_720049.wav;Easy Listening;Filmscore
bcp013_03_Prarie-Dance_720050.wav;Country, Folk;Easy Listening
bcp013_04_All-The-Best_720051.wav;Country, Folk;Easy Listening
bcp013_05_Cowboys-Lament_720052.wav;Country, Folk;Easy Listening
bcp013_06_Getaway_720053.wav;Country, Folk;Easy Listening
bcp013_07_Gone-Fishin_720054.wav;Country, Folk;Easy Listening
bcp013_08_Hayride_720055.wav;Country, Folk;Easy Listening
bcp013_09_Licorice-Stick-Blues_720056.wav;Jazz;20ies
bcp013_10_My-Sweet-Marie_720057.wav;Jazz;20ies
bcp013_11_Raise-High-Your-Glass_720058.wav;Country, Folk;Easy Listening
bcp013_12_Rise-N-Shine_720059.wav;Country, Folk;Jazz
bcp013_13_Sittin-Out-Back_720060.wav;Country, Folk;Easy Listening
bcp013_14_Sleepy-Time_720061.wav;Jazz;20ies
bcp013_15_Swamp-Thang_720062.wav;Country, Folk;Easy Listening
bcp013_16_Takin-My-Time_720063.wav;Country, Folk;Easy Listening
bcp013_17_Love's-Early-Days_720064.wav;Easy Listening;Filmscore
bcp014_01_Icy-Abyss_721466.wav;Atmosphere;Classical Music
bcp014_02_Sins-Of-The-Night_721467.wav;Atmosphere;Classical Music
bcp014_03_Collisions_721468.wav;Atmosphere;Classical Music
bcp014_04_Leviathan_721469.wav;Atmosphere;Classical Music
bcp014_05_Rise_721470.wav;Atmosphere;Classical Music
bcp014_06_Cairo-Cabaret_721471.wav;World Music;Classical Music
bcp014_07_Escape-From-Bach_721472.wav;Atmosphere;Classical Music
bcp014_08_Nightmares_721473.wav;Atmosphere;Classical Music
bcp014_09_Sole-Survivor_721474.wav;Atmosphere;Classical Music
bcp014_10_The-Ghost-In-The-Clock-Tower_721475.wav;Atmosphere;Classical Music
bcp014_11_There-Is-Always-Hope_721476.wav;Atmosphere;Classical Music
bcp014_12_Voices-Of-The-Ourea_721477.wav;Atmosphere;Classical Music
bcp014_13_Within-These-Walls_721478.wav;Atmosphere;Classical Music
bcp014_14_Crossed-Paths_721479.wav;Atmosphere;Classical Music
bcp014_15_Destiny_721480.wav;Atmosphere;Classical Music
bcp015_01_In-Me-Now_721797.wav;Atmosphere;Ambient, Chill
bcp015_02_Ambient-Breeze_721798.wav;Atmosphere;Ambient, Chill
bcp015_03_Calming-Of-The-Dictator_721799.wav;Atmosphere;Ambient, Chill
bcp015_04_Vibrations-Rising_721800.wav;Atmosphere;Ambient, Chill
bcp015_05_Night-Shift_721801.wav;Atmosphere;Ambient, Chill
bcp015_06_Rain-&-Train-Horns_721802.wav;Atmosphere;Ambient, Chill
bcp015_07_Requiem-For-The-Sea_721803.wav;Atmosphere;Ambient, Chill
bcp015_08_Beauty_721804.wav;Atmosphere;Ambient, Chill
bcp015_09_Journey-Of-The-Angels_721805.wav;Atmosphere;Ambient, Chill
bcp015_10_Moments_721806.wav;Atmosphere;Ambient, Chill
bcp016_01_Elsewhere_722294.wav;Easy Listening;Indie, Alternative
bcp016_02_Lover_722295.wav;Country, Folk;Easy Listening
bcp016_03_Be-Back-Soon_722296.wav;Country, Folk;Easy Listening
bcp016_04_Mr-Happy_722297.wav;Rock;Indie, Alternative
bcp016_05_Bee-Stings-&-Broken-Hearts_722298.wav;Easy Listening;Indie, Alternative
bcp016_06_Incomplete_722299.wav;Easy Listening;Indie, Alternative
bcp016_07_Only-Suffering_722300.wav;Easy Listening;Indie, Alternative
bcp016_08_Guilty_722301.wav;Country, Folk;Indie, Alternative
bcp016_09_For-You_722302.wav;Easy Listening;Pop
bcp016_10_Life-Provides_722303.wav;Easy Listening;Pop
bcp016_11_Loves-Early-Days_722304.wav;Easy Listening;Pop
bcp016_12_Bon-Voyage_722305.wav;Country, Folk;Indie, Alternative
bcp017_01_Sidewalking_723529.wav;House;Electronica
bcp017_02_Techno-Savvy_723507.wav;House;Electronica
bcp017_03_X-Essential_723508.wav;Hip Hop, Rap;Electronica
bcp017_04_Beyond-Infinity_723509.wav;House;Electronica
bcp017_05_Distant-Cool_723510.wav;House;Electronica
bcp017_06_Winning-Changes-Everything_723511.wav;Hip Hop, Rap;Electronica
bcp017_07_I-See-Fire_723512.wav;Electronica;Ambient, Chill
bcp017_08_Stay_723513.wav;Electronica;Ambient, Chill
bcp017_09_Stay-Hard_723514.wav;Electronica;Hard, Heavy
bcp017_10_Chisters_723515.wav;Electronica;Hard, Heavy
bcp017_11_Build-Ya-Up_723516.wav;Electronica;Hard, Heavy
bcp017_12_Foreign-Business_723517.wav;Electronica;World Music
bcp017_13_Orchestrated-Missions_723518.wav;Hip Hop, Rap;Electronica
bcp018_01_The-Sign-Of-The-Winner_725327.wav;Rock;Hard, Heavy
bcp018_02_All-The-Way_725328.wav;Rock;Indie, Alternative
bcp018_03_Busted-Blues_725329.wav;Rock;Blues
bcp018_04_Fuzzy_725330.wav;Rock;Indie, Alternative
bcp018_05_Game-Time_725331.wav;Rock;Indie, Alternative
bcp018_06_Kiss-The-Sky_725332.wav;Rock;Pop
bcp018_07_Novadema_725333.wav;Rock;Indie, Alternative
bcp018_08_Coming-Attraction_725334.wav;Rock;Pop
bcp018_09_Loves-Comin_725335.wav;Rock;Indie, Alternative
bcp018_10_My-Heart-Beat-Faster-Than-My-Brain_725336.wav;Rock;Pop
bcp018_11_Somethings-Gotta-Give_725337.wav;Rock;Indie, Alternative
bcp018_12_Wasting-Love_725338.wav;Rock;Pop
bcp018_13_You-Have-No-Heart_725339.wav;Rock;Hard, Heavy
bcp018_14_Falling-Behind_725340.wav;Rock;Indie, Alternative
bcp018_15_Out-Of-My-Way_725341.wav;Rock;Hard, Heavy
bcp018_16_Lil-Car-That-Could_725342.wav;Rock;Hard, Heavy
bcp019_01_Backyard-Backsplash_725966.wav;Indie, Alternative;Kids
bcp019_02_Be-Sure_725967.wav;Filmscore;Kids
bcp019_03_Brighter-Day_725968.wav;Country, Folk;Kids
bcp019_04_Color-Me-Awesome_725969.wav;Easy Listening;Indie, Alternative
bcp019_05_Happy-Sauce_725970.wav;Rock;Indie, Alternative
bcp019_06_Beautiful-World_725971.wav;Pop;Kids
bcp019_07_Believe_725972.wav;Indie, Alternative;Kids
bcp019_08_Get-Happy_725973.wav;Easy Listening;Kids
bcp019_09_Gonna-Sing-My-Song_725974.wav;70ies;Kids
bcp019_10_Little-Things_725975.wav;Easy Listening;Pop
bcp019_11_Nows-The-Time_725976.wav;Easy Listening;Kids
bcp019_12_Open-Road_725977.wav;Easy Listening;Kids
bcp019_13_No-Lloras_725978.wav;World Music;Kids
bcp019_14_No-Hay-Ron_725979.wav;Latin;World Music
bcp019_15_Another-French-Waltz_725980.wav;World Music;Kids
bcp019_16_Im-Doing-Better_725981.wav;20ies;Kids
bcp019_17_Paris-Swing-42_725982.wav;40ies;Kids
bcp019_18_Study-In-Stride_725983.wav;Easy Listening;20ies
bcp019_19_Tearin-It-Up_725984.wav;50ies;Kids
bcp020_01_Calm-On-The-Water_726495.wav;Easy Listening;Filmscore
bcp020_02_Daylight_726496.wav;Atmosphere;Filmscore
bcp020_03_Helping-Hand_726497.wav;Easy Listening;Filmscore
bcp020_04_Serenity_726498.wav;Atmosphere;Filmscore
bcp020_05_Solemn-Reflection_726499.wav;Easy Listening;Atmosphere
bcp020_06_The-Pulse-Of-Life_726500.wav;Easy Listening;Atmosphere
bcp020_07_A-Chime-For-Reflection_726501.wav;Easy Listening;Atmosphere
bcp020_08_A-House-Of-Cards_726502.wav;Easy Listening;Filmscore
bcp020_09_Fallen-Stars_726503.wav;Atmosphere;Filmscore
bcp020_10_Jamie_726504.wav;Atmosphere;Filmscore
bcp020_11_Local-Weather-Forecast_726505.wav;Easy Listening;Atmosphere
bcp020_12_A-Real-Good-Day_726506.wav;Country, Folk;Easy Listening
bcp020_13_In-My-Hands_726507.wav;Country, Folk;Easy Listening
bcp020_14_Jenny's-Song_726508.wav;Country, Folk;Easy Listening
bcp020_15_Looking-For-You_726509.wav;Country, Folk;Easy Listening
bcp020_16_Morning-Sun_726510.wav;Country, Folk;Easy Listening
bcp020_17_Pickin'-And-Grinnin'_726511.wav;Country, Folk;Easy Listening
bcp020_18_Sky-Full-Of-Stars_726512.wav;Country, Folk;Easy Listening
bcp020_19_The-Rain_726513.wav;Country, Folk;Easy Listening
bcp020_20_Spring-Chicken_726514.wav;Filmscore;Classical Music
bcp021_01_Cold-Crystal_727150.wav;Atmosphere;Filmscore
bcp021_02_Fibonaccis-Revenge_727151.wav;Atmosphere;Filmscore
bcp021_03_Frozen-Journey_727152.wav;Easy Listening;Filmscore
bcp021_04_Listless-Lounge_727153.wav;Filmscore;Ambient, Chill
bcp021_05_Mastermind-Exposed_727154.wav;Filmscore;Electronica
bcp021_06_Mumbai_727155.wav;Atmosphere;World Music
bcp021_07_Out-There_727156.wav;Atmosphere;Filmscore
bcp021_08_Peril_727157.wav;Atmosphere;Filmscore
bcp021_09_Secret-Vision_727158.wav;Atmosphere;Filmscore
bcp021_10_Subtle-Anomaly_727159.wav;Atmosphere;Filmscore
bcp021_11_Swath-Of-Darkness_727160.wav;Atmosphere;Filmscore
bcp021_12_The-Conspiracy_727161.wav;Drum'n'Bass;Electronica
bcp021_13_The-Devils-Advice_727162.wav;Atmosphere;Filmscore
bcp021_14_The-Recluse-Of-Vandersteed_727163.wav;Atmosphere;Filmscore
bcp021_15_Woebegone-World_727164.wav;Atmosphere;World Music
bcp021_16_Breaking_727165.wav;Atmosphere;Filmscore
bcp021_17_Poison_727166.wav;Atmosphere;Filmscore
bcp021_18_Creepy-Crawlers_727167.wav;Atmosphere;Filmscore
bcp021_19_Spanish-Guitar_727168.wav;Atmosphere;Filmscore
bcp022_01_Call-Her-Honey_728320.wav;Electronica;Pop
bcp022_02_Somewhere-On-Aisle-5_728321.wav;Electronica;Pop
bcp022_03_When-I-Pick-You-Up_728322.wav;Electronica;Pop
bcp022_04_Electrofamous_728323.wav;Techno;Electronica
bcp022_05_Pixel-Kids_728324.wav;Indie, Alternative;Electronica
bcp022_06_Runway-64_728325.wav;Dance;Electronica
bcp022_07_Smoothscape_728326.wav;Electronica;Ambient, Chill
bcp022_08_Veldtic-Transport_728327.wav;House;Electronica
bcp022_09_Mr-Achiever_728328.wav;Indie, Alternative;Electronica
bcp022_10_Put-Your-Hands-Up_728329.wav;Dance;Electronica
bcp022_11_Aesthesis_728330.wav;Techno;Electronica
bcp022_12_Alone-Together_728331.wav;Dance;Electronica
bcp022_13_Body-Rocker_728332.wav;Dance;Pop
bcp022_14_Dream-Conjecture_728333.wav;House;Electronica
bcp022_15_Equinox_728334.wav;Dance;Electronica
bcp022_16_My-Secret-Place_728335.wav;Dance;Electronica
bcp022_17_Phoenix_728336.wav;Dance;Electronica
bcp022_18_Tempered-Trim_728337.wav;Electronica;Hard, Heavy
bcp022_19_Dream-Is-Alive_728338.wav;Dance;Electronica
bcp022_20_The-Long-Way-Home_728339.wav;Dance;Electronica
bcp022_21_Time-Travel_728340.wav;Dance;Electronica
bcp022_22_Variation-Void_728341.wav;Techno;Electronica
bcp023_01_Hold-Me-Down_728764.wav;Indie, Alternative;
bcp023_02_In-Their-Absence_728765.wav;Easy Listening;Indie, Alternative
bcp023_03_Lost-In-You_728766.wav;Easy Listening;Indie, Alternative
bcp023_04_Clay_728767.wav;Easy Listening;Indie, Alternative
bcp023_05_Margaret_728768.wav;Easy Listening;Indie, Alternative
bcp023_06_Selfishly_728769.wav;Easy Listening;Indie, Alternative
bcp023_07_Jealousy_728770.wav;Easy Listening;Indie, Alternative
bcp023_08_Light-Of-Mine_728771.wav;Easy Listening;Indie, Alternative
bcp023_09_Morning-Skin_728772.wav;Easy Listening;Indie, Alternative
bcp023_10_Another-Life_728773.wav;Easy Listening;Indie, Alternative
bcp023_11_Ignorance-Bliss_728774.wav;Easy Listening;Indie, Alternative
bcp024_01_After-Effect_730057.wav;Atmosphere;Filmscore
bcp024_02_Atmospheric-Moment_730058.wav;Atmosphere;Filmscore
bcp024_03_Chemical-Imbalance_730059.wav;Atmosphere;Filmscore
bcp024_04_Creepy-Elevator_730060.wav;Atmosphere;Filmscore
bcp024_05_Curious-Phenomena_730061.wav;Atmosphere;Filmscore
bcp024_06_Deterioration_730062.wav;Atmosphere;Filmscore
bcp024_07_Dystopian-Interface_730063.wav;Atmosphere;Filmscore
bcp024_08_Fragile-Times_730064.wav;Atmosphere;Filmscore
bcp024_09_Future-Tears_730065.wav;Atmosphere;Filmscore
bcp024_10_Gangland_730066.wav;Atmosphere;Filmscore
bcp024_11_Gentle-Madness_730067.wav;Atmosphere;Filmscore
bcp024_12_High-Street_730068.wav;Atmosphere;Filmscore
bcp024_13_Innocence-Running_730069.wav;Atmosphere;Filmscore
bcp024_14_Lonely-Streets_730070.wav;Atmosphere;Filmscore
bcp024_15_Midnight-Motion_730071.wav;Atmosphere;Filmscore
bcp025_01_Cortex_732360.wav;Electronica;Ambient, Chill
bcp025_02_Duck-And-Cover_732361.wav;House;Electronica
bcp025_03_Electric-City_732362.wav;Filmscore;Electronica
bcp025_04_Full-Sequence_732363.wav;Electronica;Ambient, Chill
bcp025_05_My-Love_732364.wav;House;Electronica
bcp025_06_Mystic-Streets_732365.wav;Filmscore;Electronica
bcp025_07_News-Real_732366.wav;Filmscore;Electronica
bcp025_08_Nobody-Can-Stop-Me_732367.wav;Hip Hop, Rap;R'n'B
bcp025_09_Ominous-Optimism_732368.wav;Electronica;Ambient, Chill
bcp025_10_Poignant-Moment_732369.wav;Atmosphere;Ambient, Chill
bcp025_11_Relapse_732370.wav;Atmosphere;Ambient, Chill
bcp025_12_Rumors_732371.wav;R'n'B;Pop
bcp025_13_Smooth-Siren_732372.wav;Electronica;Ambient, Chill
bcp025_14_Stake-Out_732373.wav;Filmscore;Electronica
bcp025_15_Stealth-Force_732374.wav;Filmscore;Electronica
bcp025_16_The-Drop_732375.wav;Hip Hop, Rap;Electronica
bcp025_17_Tomorrow_732376.wav;House;Electronica
bcp025_18_Unexpected-Glimpse_732377.wav;Electronica;Ambient, Chill
bcp025_19_Window-Seat_732378.wav;Electronica;Ambient, Chill
bcp026_01_Fly-By-Night_732835.wav;Rock;Pop
bcp026_02_Back-in-Service_732836.wav;Rock;Blues
bcp026_03_Dawn-of-Tomorrow_732837.wav;Rock;Pop
bcp026_04_Dessert-Before-Dinner_732838.wav;Rock;Pop
bcp026_05_Home-Sweet-Home_732839.wav;Rock;Pop
bcp026_06_Lifespark_732840.wav;Rock;Pop
bcp026_07_204_732841.wav;Rock;Indie, Alternative
bcp026_08_Buckserpent_732842.wav;Rock;Indie, Alternative
bcp026_09_Comanche_732843.wav;Rock;Indie, Alternative
bcp026_10_Couch-Surfer_732844.wav;Rock;Indie, Alternative
bcp026_11_Birds-of-Prey_732845.wav;Rock;Indie, Alternative
bcp026_12_Live-It-Up_732846.wav;Rock;Indie, Alternative
bcp026_13_Which-Way-Do-I-Go_732847.wav;Rock;Indie, Alternative
bcp027_01_Back-Roads_735161.wav;Country, Folk;Historical Music
bcp027_02_Twin-Guitars_735162.wav;Country, Folk;Blues
bcp027_03_Big-Ole-Moon_735163.wav;Country, Folk;Blues
bcp027_04_Dixie_735164.wav;Country, Folk;20ies
bcp027_05_Great-Wide-Open_735165.wav;Country, Folk;Blues
bcp027_06_Head-4-Home_735166.wav;Country, Folk;Blues
bcp027_07_Hobo-Blues_735167.wav;Country, Folk;Blues
bcp027_08_Home-Again_735168.wav;Country, Folk;Blues
bcp027_09_In-Wonderland_735169.wav;Country, Folk;Blues
bcp027_10_Its-A-Beautiful-Day_735170.wav;Country, Folk;Blues
bcp027_11_Nice-N-Easy_735171.wav;Country, Folk;Blues
bcp027_12_North-10th_735172.wav;Country, Folk;Blues
bcp027_13_On-The-Golden-Lake_735173.wav;Country, Folk;Blues
bcp027_14_Peaceful-Waters_735174.wav;Country, Folk;Blues
bcp027_15_Remembering-Your-Smile_735175.wav;Country, Folk;Blues
bcp027_16_Rose-Garden_735176.wav;Country, Folk;Blues
bcp027_17_Sailin-On_735177.wav;Country, Folk;Blues
bcp027_18_Saturday-Night-Dance_735178.wav;Country, Folk;Historical Music
bcp027_19_She-Makes-Me-Smile_735179.wav;Country, Folk;Blues
bcp027_20_Stay-With-Me-Tonight_735180.wav;Country, Folk;Blues
bcp027_21_Sunny-Days_735181.wav;Country, Folk;Blues
bcp027_22_The-Hudson_735182.wav;Country, Folk;Blues
bcp027_23_Travelling-Around_735183.wav;Country, Folk;Blues
bcp028_01_Everybody-Clap-Your-Hands_738776.wav;Country, Folk;Easy Listening
bcp028_02_Campfire-Marshmallows_738777.wav;Easy Listening;Kids
bcp028_03_Fun-Time_738778.wav;Easy Listening;Kids
bcp028_04_Happy-Being-Me_738779.wav;Country, Folk;Kids
bcp028_05_Out-Of-Town_738780.wav;Country, Folk;Easy Listening
bcp028_06_Rainbow-Day_738781.wav;Easy Listening;Kids
bcp028_07_Skip-Along_738782.wav;Country, Folk;Kids
bcp028_08_Something-Fun_738783.wav;Country, Folk;Kids
bcp028_09_Star-Catcher_738784.wav;Country, Folk;Easy Listening
bcp028_10_Sunflower-Song_738785.wav;Easy Listening;Kids
bcp028_11_Sunshine-Good-Times_738786.wav;Country, Folk;Kids
bcp028_12_Swinging-Uke-Party_738787.wav;Easy Listening;Kids
bcp028_13_Twilight_738788.wav;Country, Folk;Easy Listening
bcp028_14_Toys-Dance_738789.wav;Easy Listening;Kids
bcp028_15_Wild-West-Muppets_738790.wav;Easy Listening;Kids
bcp028_16_Funny-Monkeys_738791.wav;Country, Folk;Easy Listening
bcp028_17_All-Your-Dreams-Come-True_738792.wav;Country, Folk;Easy Listening
bcp028_18_Spring-Cleaning_738793.wav;Country, Folk;Kids
bcp028_19_PBJ_738794.wav;Easy Listening;Kids
bcp029_01_Boogaloo-Hullabaloo_739478.wav;Big Band;Jazz
bcp029_02_Creme-De-La-Creme_739479.wav;Big Band;Jazz
bcp029_03_Creole-Soul_739480.wav;Big Band;Jazz
bcp029_04_Grits-Gravy-and-Groove_739481.wav;Blues;Jazz
bcp029_05_If-Its-Not-Baroque-Dont-Fix-It_739482.wav;Big Band;Jazz
bcp029_06_Jambalaya-Jamboree_739483.wav;Big Band;Jazz
bcp029_07_Juicy-Funk_739484.wav;Big Band;Jazz
bcp029_08_Let-Your-Hair-Down_739485.wav;Big Band;Jazz
bcp029_09_Lets-Go-Incognito_739486.wav;Big Band;Jazz
bcp029_10_Mournful-Serenade_739487.wav;Big Band;Jazz
bcp029_11_Riffin-And-Jivin_739488.wav;Big Band;Jazz
bcp029_12_Sax-To-The-Max_739489.wav;Big Band;Jazz
bcp029_13_Song-For-Serra_739490.wav;Big Band;Jazz
bcp029_14_The-Havana-Banana_739491.wav;Big Band;Jazz
bcp029_15_The-Rainforests-Of-Rio_739492.wav;Big Band;Jazz
bcp029_16_Wailin-On-The-Licorice-Stick_739493.wav;Big Band;Jazz
bcp029_17_You-Cant-Lose-With-The-Blues_739494.wav;Big Band;Jazz
bcp029_18_Like-Fine-Wine_739495.wav;Big Band;Jazz
bcp030_01_Back-Together_739515.wav;Easy Listening;70ies
bcp030_02_Feelin-Fine_739516.wav;Easy Listening;70ies
bcp030_03_Good-Ol'-Rock-N'-Roll_739517.wav;Blues;50ies
bcp030_04_Heading-For-Sunshine_739518.wav;Easy Listening;70ies
bcp030_05_High-On-A-Hill_739519.wav;Rock;70ies
bcp030_06_Let's-Go-Surfing_739520.wav;Rock;60ies
bcp030_07_Let's-Have-Some-Fun_739521.wav;Rock;70ies
bcp030_08_On-The-Road_739522.wav;Rock;70ies
bcp030_09_Out-On-The-Lake_739523.wav;Blues;70ies
bcp030_10_Roadhouse_739524.wav;Blues;50ies
bcp030_11_Rockabilly-Boy_739525.wav;Blues;50ies
bcp030_12_Runaway_739526.wav;Rock;70ies
bcp030_13_Swampy_739527.wav;Easy Listening;70ies
bcp030_14_Sweet-Dreams_739528.wav;Blues;70ies
bcp030_15_The-Oasis_739529.wav;Easy Listening;70ies
bcp030_16_Train-Comin_739530.wav;Rock;70ies
bcp030_17_Where-Eagles-Fly_739531.wav;Easy Listening;70ies
bcp030_18_You-Make-Me-Smile_739532.wav;Easy Listening;70ies
bcp031_01_7AM_740295.wav;Electronica;Sound Design
bcp031_02_Auto-Autonomous_740297.wav;Electronica;Sound Design
