;Audio_Filenames;track_genre_1;track_genre_2;length;multi_genres
5561;all089_04_Fission_743687.wav;Electronica;;1.933.590.022.675.730; Electronica
5562;all089_05_Brought-To-Life_743688.wav;Electronica;;1.987.178.231.292.510; Electronica
5569;all089_12_Calming-Thoughts_743695.wav;Electronica;;17.247.637.188.208.600; Electronica
5570;all090_01_Branches_743696.wav;Country, Folk;Easy Listening;21.659.374.149.659.800;Country, Folk Easy Listening
5571;all090_02_Back-To-Nature_743697.wav;Country, Folk;Easy Listening;13.109.374.149.659.800;Country, Folk Easy Listening
5572;all090_03_A-Different-Perspective_743698.wav;Country, Folk;Easy Listening;20.668.750.566.893.400;Country, Folk Easy Listening
5573;all090_04_A-Shoulder-To-Lean-On_743699.wav;Country, Folk;Easy Listening;165.25;Country, Folk Easy Listening
5574;all090_05_Folk-Tales_743700.wav;Country, Folk;Easy Listening;12.931.249.433.106.500;Country, Folk Easy Listening
5575;all090_06_I-Will-Wait-For-You_743701.wav;Country, Folk;Easy Listening;22.318.750.566.893.400;Country, Folk Easy Listening
5576;all090_07_Follow-The-Light_743702.wav;Country, Folk;Easy Listening;18.243.750.566.893.400;Country, Folk Easy Listening
5577;all090_08_Each-And-Every-Day_743703.wav;Country, Folk;Easy Listening;19.212.501.133.786.800;Country, Folk Easy Listening
5578;all090_09_Compass_743704.wav;Country, Folk;Easy Listening;17.812.498.866.213.100;Country, Folk Easy Listening
5579;all090_10_Ever-Wonder_743705.wav;Country, Folk;Easy Listening;14.343.750.566.893.400;Country, Folk Easy Listening
5580;all090_11_Down-To-Earth_743706.wav;Country, Folk;Easy Listening;12.884.374.149.659.800;Country, Folk Easy Listening
5581;all091_01_Get-Crazy_743707.wav;Rock;Pop;7.154.628.117.913.830;Pop Rock
5585;all091_09_Easy-Going_743711.wav;Rock;Pop;6.699.929.705.215.410;Pop Rock
5587;all091_13_A-Sunny-Day_743713.wav;Rock;Pop;13.900.204.081.632.600;Pop Rock
5589;all091_16_A-Spring-In-My-Step_743715.wav;Rock;Pop;59.718.548.752.834.400;Pop Rock
5590;all091_18_Living-Large_743716.wav;Rock;Pop;7.576.242.630.385.480;Pop Rock
5592;all091_21_Kids-At-Play_743718.wav;Rock;Pop;6.731.385.487.528.340;Pop Rock
5593;all092_01_Easy-Living_743719.wav;Easy Listening;Ambient, Chill;14.917.095.238.095.200;Ambient, Chill Easy Listening
5594;all092_02_Crimson-Sky_743720.wav;Easy Listening;Ambient, Chill;15.838.687.074.829.900;Ambient, Chill Easy Listening
5595;all092_04_Escape-The-Rat-Race_743721.wav;Easy Listening;Ambient, Chill;15.098.997.732.426.300;Ambient, Chill Easy Listening
5596;all092_05_Calming-Flow_743722.wav;Easy Listening;Ambient, Chill;14.753.854.875.283.400;Ambient, Chill Easy Listening
5597;all092_06_Fresh-Hope_743723.wav;Easy Listening;Ambient, Chill;13.046.455.782.312.900;Ambient, Chill Easy Listening
5598;all092_07_Dream-Home_743724.wav;Easy Listening;Ambient, Chill;13.388.562.358.276.600;Ambient, Chill Easy Listening
5599;all092_08_A-Place-To-Call-Home_743725.wav;Easy Listening;Ambient, Chill;15.714.242.630.385.400;Ambient, Chill Easy Listening
5600;all092_09_Home-Sweet-Home_743726.wav;Easy Listening;Ambient, Chill;22.395.192.743.764.100;Ambient, Chill Easy Listening
5601;all092_10_Open-Spaces_743727.wav;Easy Listening;Ambient, Chill;17.358.884.353.741.400;Ambient, Chill Easy Listening
5602;all092_11_Fly-Over_743728.wav;Easy Listening;Ambient, Chill;17.349.650.793.650.700;Ambient, Chill Easy Listening
5603;all093_01_Blood-Red_743729.wav;Electronica;Ambient, Chill;15.090.625.850.340.100;Ambient, Chill Electronica
5604;all093_02_Cosmic-Sex_743730.wav;Electronica;Ambient, Chill;15.990.090.702.947.800;Ambient, Chill Electronica
5605;all093_03_Duality_743731.wav;Electronica;Ambient, Chill;1.528.781.632.653.060;Ambient, Chill Electronica
5606;all093_04_Awake_743732.wav;Electronica;Ambient, Chill;17.890.625.850.340.100;Ambient, Chill Electronica
5607;all093_05_Hypnotic_743733.wav;Electronica;Ambient, Chill;15.718.750.566.893.400;Ambient, Chill Electronica
5608;all093_06_Dazed_743734.wav;Electronica;Ambient, Chill;14.390.625.850.340.100;Ambient, Chill Electronica
5609;all093_07_Cyber-Step_743735.wav;Electronica;Ambient, Chill;13.390.625.850.340.100;Ambient, Chill Electronica
5610;all093_08_Chilled-Warmth_743736.wav;Electronica;Ambient, Chill;16.884.374.149.659.800;Ambient, Chill Electronica
5611;all093_09_Hall-Of-Mirrors_743737.wav;Electronica;Ambient, Chill;13.881.249.433.106.500;Ambient, Chill Electronica
5612;all093_10_Summer-Rain_743738.wav;Electronica;Ambient, Chill;16.304.349.206.349.200;Ambient, Chill Electronica
5613;all093_11_Head-Space_743739.wav;Electronica;Ambient, Chill;20.540.625.850.340.100;Ambient, Chill Electronica
5614;all094_01_Deepest-Secrets_743740.wav;Atmosphere;Sound Design;9.679.809.523.809.520;Atmosphere Sound Design
5615;all094_02_Biohazard_743741.wav;Atmosphere;Drone;1.329.468.253.968.250;Atmosphere Drone
5616;all094_03_Drone-Swarm_743742.wav;Atmosphere;Drone;14.464.403.628.117.900;Atmosphere Drone
5617;all094_04_Desert-Sand_743743.wav;Atmosphere;Drone;7.381.197.278.911.560;Atmosphere Drone
5618;all094_05_Cosmic-Light_743744.wav;Atmosphere;Drone;19.325.482.993.197.200;Atmosphere Drone
5619;all094_06_Broken-Landscape_743745.wav;Atmosphere;Drone;9.180.430.839.002.260;Atmosphere Drone
5620;all094_07_Aqua-Lava_743746.wav;Atmosphere;Drone;19.118.063.492.063.400;Atmosphere Drone
5621;all094_08_Blurred-Image_743747.wav;Atmosphere;Drone;10.531.897.959.183.600;Atmosphere Drone
5622;all094_09_Cause-For-Alarm_743748.wav;Atmosphere;Drone;11.863.709.750.566.800;Atmosphere Drone
5623;all094_10_Ice-Caps_743749.wav;Atmosphere;Drone;1.426.544.217.687.070;Atmosphere Drone
5624;all094_11_Creeping-Darkness_743750.wav;Atmosphere;Drone;14.447.013.605.442.100;Atmosphere Drone
5625;all095_01_Angelic-Aura_743751.wav;Atmosphere;Drone;12.313.573.696.145.100;Atmosphere Drone
5626;all095_02_Cloud-Cover_743752.wav;Atmosphere;Drone;10.927.115.646.258.500;Atmosphere Drone
5627;all095_03_Birth-Of-A-Star_743753.wav;Atmosphere;Drone;11.272.183.673.469.300;Atmosphere Drone
5628;all095_04_First-Impressions_743754.wav;Atmosphere;Drone;11.664.816.326.530.600;Atmosphere Drone
5629;all095_05_Light-At-The-End_743755.wav;Atmosphere;Drone;11.832.399.092.970.500;Atmosphere Drone
5630;all095_06_Celestial-Body_743756.wav;Atmosphere;Drone;15.377.340.136.054.400;Atmosphere Drone
5631;all095_07_Carried-On-Eagles-Wings_743757.wav;Atmosphere;Drone;1.087.328.798.185.940;Atmosphere Drone
5632;all095_08_Little-Kingdom_743758.wav;Atmosphere;Drone;9.649.326.530.612.240;Atmosphere Drone
5633;all095_09_You-And-I_743759.wav;Atmosphere;Drone;11.998.018.140.589.500;Atmosphere Drone
5634;all095_10_Hope-Against-Hope_743760.wav;Atmosphere;Drone;1.872.027.664.399.090;Atmosphere Drone
5635;all096_01_Can-You-Feel-It_743761.wav;Filmscore;Drone;1.731.621.768.707.480;Drone Filmscore
5636;all096_02_Broken-World_743762.wav;Filmscore;Drone;10.938.045.351.473.900;Drone Filmscore
5637;all096_03_Between-Truth-And-Lies_743763.wav;Filmscore;Drone;14.672.956.916.099.700;Drone Filmscore
5638;all096_04_Inside-Man_743764.wav;Filmscore;Drone;1.577.020.634.920.630;Drone Filmscore
5639;all096_05_Empty-Promises_743765.wav;Filmscore;Drone;192.874.693.877.551;Drone Filmscore
5640;all096_06_Forbidden-Fruit_743766.wav;Filmscore;Drone;12.673.879.818.594.100;Drone Filmscore
5641;all096_07_Earth_743767.wav;Filmscore;Drone;1.046.198.185.941.040;Drone Filmscore
5642;all096_08_Nowhere-To-Hide_743768.wav;Filmscore;Drone;12.748.780.045.351.400;Drone Filmscore
5643;all096_09_Mounting-Evidence_743769.wav;Filmscore;Drone;1.510.804.761.904.760;Drone Filmscore
5644;all096_10_Yesterday_743770.wav;Filmscore;Drone;16.240.861.678.004.500;Drone Filmscore
5645;all097_01_Bed-In-The-Clouds_743771.wav;Filmscore;Drone;12.777.204.081.632.600;Drone Filmscore
5646;all097_02_In-The-Circle_743772.wav;Filmscore;Drone;14.539.190.476.190.400;Drone Filmscore
5647;all097_03_Garden-Of-Eden_743773.wav;Filmscore;Drone;1.733.681.859.410.430;Drone Filmscore
5648;all097_04_Heavenly_743774.wav;Filmscore;Drone;14.243.063.492.063.400;Drone Filmscore
5649;all097_05_Edge-Of-Reality_743775.wav;Filmscore;Drone;13.673.222.222.222.200;Drone Filmscore
5650;all097_06_Distant-Lights_743776.wav;Filmscore;Drone;1.252.071.201.814.050;Drone Filmscore
5651;all097_07_Stream-Of-Light_743777.wav;Filmscore;Drone;11.207.530.612.244.800;Drone Filmscore
5652;all097_08_Echoes-Of-Youth_743778.wav;Filmscore;Drone;13.068.705.215.419.500;Drone Filmscore
5653;all097_09_Even-Chance_743779.wav;Filmscore;Drone;12.059.766.439.909.200;Drone Filmscore
5654;all097_10_Looking-For-Tomorrow_743780.wav;Filmscore;Drone;1.286.863.492.063.490;Drone Filmscore
5655;all097_11_Lifeline_743781.wav;Filmscore;Drone;13.692.469.387.755.100;Drone Filmscore
5656;all098_01_Busy-Busy_743782.wav;Kids;Others;6.360.299.319.727.890;Kids Others
5657;all098_02_Country-Cookin_743783.wav;Country, Folk;Kids;7.761.691.609.977.320;Country, Folk Kids
5659;all098_04_Delicious-Delights_743785.wav;Kids;Others;7.680.895.691.609.970;Kids Others
5660;all098_05_A-Plan-So-Cunning_743786.wav;Kids;Others;13.204.607.709.750.500;Kids Others
5661;all098_06_A-Case-Of-Sour-Grapes_743787.wav;Kids;Others;10.060.650.793.650.700;Kids Others
5662;all098_07_Home-Cooking_743788.wav;Country, Folk;Kids;13.018.165.532.879.800;Country, Folk Kids
5663;all098_08_Half-Cut_743789.wav;Country, Folk;Pop;8.962.968.253.968.250;Country, Folk Pop
5664;all098_09_Elves-In-The-Kitchen_743790.wav;Country, Folk;Kids;10.256.560.090.702.900;Country, Folk Kids
5665;all098_10_Buns-&-Bunting_743791.wav;Kids;Others;13.583.092.970.521.500;Kids Others
5666;all098_11_Butter-Cream-&-Sugar_743792.wav;Kids;Others;5.010.460.317.460.310;Kids Others
5667;all098_12_Culinary-Delights_743793.wav;Kids;Others;9.945.473.922.902.490;Kids Others
5668;all098_13_Cheeky-Devil_743794.wav;Blues;Kids;1.342.262.811.791.380;Blues Kids
5669;all098_14_Candy-Land_743795.wav;Kids;Others;1.268.488.888.888.880;Kids Others
5670;all098_15_Devious-Divas_743796.wav;Kids;Others;1.185.034.693.877.550;Kids Others
5671;all098_16_Sweet-Tooth_743797.wav;Country, Folk;Kids;9.395.063.492.063.490;Country, Folk Kids
5672;all098_17_Family-Dinners_743798.wav;Country, Folk;Kids;986.790.022.675.737;Country, Folk Kids
5673;all098_18_Quietly-Confident_743799.wav;Kids;Orchestral;12.477.487.528.344.600;Kids Orchestral
5674;all099_01_Fresh-Air_743800.wav;Acoustic;;19.013.786.848.072.500; Acoustic
5675;all099_02_Embrace-The-Change_743801.wav;Acoustic;;12.173.743.764.172.300; Acoustic
5676;all099_03_Change-Of-Direction_743802.wav;Acoustic;;16.354.385.487.528.300; Acoustic
5677;all099_04_Plain-Sailing_743803.wav;Acoustic;;12.297.746.031.746.000; Acoustic
5678;all099_05_In-The-Now_743804.wav;Acoustic;;14.197.884.353.741.400; Acoustic
5679;all099_06_Green-Hills_743805.wav;Acoustic;;16.342.492.063.492.000; Acoustic
5680;all099_07_Come-In-From-The-Rain_743806.wav;Acoustic;;14.635.006.802.721.000; Acoustic
5681;all099_08_Falling-Leaves_743807.wav;Acoustic;;11.871.253.968.253.900; Acoustic
5682;all099_09_Dust-On-My-Face_743808.wav;Acoustic;;12.359.630.385.487.500; Acoustic
5683;all100_01_An-Intruiging-Story_743809.wav;Atmosphere;Ambient, Chill;15.000.090.702.947.800;Ambient, Chill Atmosphere
5684;all100_02_Chromosomes_743810.wav;Atmosphere;Ambient, Chill;13.400.049.886.621.300;Ambient, Chill Atmosphere
5685;all100_03_Circle-Of-Life_743811.wav;Atmosphere;Ambient, Chill;14.500.038.548.752.800;Ambient, Chill Atmosphere
5687;all100_05_Confession_743813.wav;Atmosphere;Ambient, Chill;210.000.589.569.161;Ambient, Chill Atmosphere
5688;all100_06_Developments_743814.wav;Atmosphere;Ambient, Chill;13.800.009.070.294.700;Ambient, Chill Atmosphere
5691;all100_09_Eye-Of-The-Needle_743817.wav;Atmosphere;Ambient, Chill;14.100.090.702.947.800;Ambient, Chill Atmosphere
5694;all101_02_A-Timeless-Romance_743820.wav;Filmscore;Others;15.200.034.013.605.400;Filmscore Others
5696;all101_04_I-Rise_743822.wav;Filmscore;Others;159.0;Filmscore Others
5705;all102_02_Eternally-Happy_743834.wav;Country, Folk;Easy Listening;12.100.074.829.931.900;Country, Folk Easy Listening
5706;all102_03_Almond-Eyes_743835.wav;Others;;12.900.024.943.310.600; Others
5707;all102_04_Cool-&-Quirky_743836.wav;Kids;Others;1.320.002.947.845.800;Kids Others
5708;all102_05_Absurdity_743837.wav;Kids;Others;12.400.022.675.736.900;Kids Others
5709;all102_06_Good-Morning-World_743838.wav;Easy Listening;Kids;14.500.056.689.342.400;Easy Listening Kids
5710;all102_07_Curiously-Interesting_743839.wav;Easy Listening;Kids;12.700.038.548.752.800;Easy Listening Kids
5711;all102_08_Beige-Day_743840.wav;Easy Listening;Kids;12.700.047.619.047.600;Easy Listening Kids
5712;all102_09_Delightfully-Different_743841.wav;Kids;;11.800.065.759.637.100; Kids
5713;all102_10_Curious-Casanova_743842.wav;Kids;;1.350.008.843.537.410; Kids
5714;all102_11_Just-A-Bit-Different_743843.wav;Kids;Others;13.200.045.351.473.900;Kids Others
5716;all103_02_Across-The-Board_743845.wav;Rock;Funk, Soul;1.470.008.163.265.300;Funk, Soul Rock
5717;all103_03_Everything-Reminds-Me-Of-You_743846.wav;Pop;Others;15.500.095.238.095.200;Others Pop
5718;all103_04_Dream-World_743847.wav;Rock;Pop;15.200.024.943.310.600;Pop Rock
5721;all103_07_Jump-In-The-Car_743850.wav;Rock;Pop;16.900.034.013.605.400;Pop Rock
5722;all103_08_Go-Find-Life_743851.wav;Rock;Pop;17.100.063.492.063.400;Pop Rock
5723;all103_09_Wildcard_743852.wav;Rock;Pop;17.500.027.210.884.300;Pop Rock
5724;all104_01_Breath-Of-The-Wind_743853.wav;Atmosphere;Ambient, Chill;147.000.589.569.161;Ambient, Chill Atmosphere
5728;all104_05_Come-To-Fruition_743857.wav;Atmosphere;Ambient, Chill;1.570.008.163.265.300;Ambient, Chill Atmosphere
5730;all104_07_Elements_743859.wav;Atmosphere;Ambient, Chill;12.200.079.365.079.300;Ambient, Chill Atmosphere
5732;all104_09_Celestial-Awe_743861.wav;Atmosphere;Ambient, Chill;13.900.049.886.621.300;Ambient, Chill Atmosphere
5733;all104_10_Creation-Song_743862.wav;Atmosphere;Ambient, Chill;129.0;Ambient, Chill Atmosphere
5734;all105_01_Got-It-Going-On_743863.wav;Hip Hop, Rap;Funk, Soul;15.821.875.283.446.700;Funk, Soul Hip Hop, Rap
5735;all105_02_Deluxe-Funk_743864.wav;Hip Hop, Rap;Funk, Soul;12.285.242.630.385.400;Funk, Soul Hip Hop, Rap
5736;all105_03_Dig-It-The-Most_743865.wav;Hip Hop, Rap;Funk, Soul;150.0;Funk, Soul Hip Hop, Rap
5737;all105_04_Do-It-Like-This_743866.wav;Hip Hop, Rap;Funk, Soul;149.0;Funk, Soul Hip Hop, Rap
5738;all105_05_Alright-Yeah_743867.wav;Hip Hop, Rap;Funk, Soul;10.500.083.900.226.700;Funk, Soul Hip Hop, Rap
5739;all105_06_All-The-Cool-Kids_743868.wav;Hip Hop, Rap;Funk, Soul;141.0;Funk, Soul Hip Hop, Rap
5740;all105_07_Getting-Down_743869.wav;Hip Hop, Rap;Funk, Soul;152.0;Funk, Soul Hip Hop, Rap
5741;all105_08_Feeling-Alright_743870.wav;Hip Hop, Rap;Funk, Soul;134.0;Funk, Soul Hip Hop, Rap
5742;all105_09_Big-City-Groove_743871.wav;Hip Hop, Rap;Funk, Soul;168.0;Funk, Soul Hip Hop, Rap
5743;all105_10_Cruising-In-The-Slow-Lane_743872.wav;Hip Hop, Rap;Funk, Soul;142.0;Funk, Soul Hip Hop, Rap
5744;all105_11_Boom-Town_743873.wav;Hip Hop, Rap;Funk, Soul;102.25;Funk, Soul Hip Hop, Rap
5745;all105_12_Fly-Girl_743874.wav;Hip Hop, Rap;Funk, Soul;151.0;Funk, Soul Hip Hop, Rap
5746;all105_13_Bar-Room-Breaks_743875.wav;Hip Hop, Rap;Funk, Soul;173.0;Funk, Soul Hip Hop, Rap
5747;all106_01_Central-Park_743876.wav;Easy Listening;Ambient, Chill;16.000.024.943.310.600;Ambient, Chill Easy Listening
5748;all106_02_Blow-By-Blow_743877.wav;Easy Listening;Ambient, Chill;1.620.002.947.845.800;Ambient, Chill Easy Listening
5749;all106_03_Capture-The-Moment_743878.wav;Easy Listening;Ambient, Chill;16.600.086.167.800.400;Ambient, Chill Easy Listening
5750;all106_04_Exotica_743879.wav;Easy Listening;Ambient, Chill;123.0;Ambient, Chill Easy Listening
5751;all106_05_Alluring_743880.wav;Easy Listening;Ambient, Chill;16.000.086.167.800.400;Ambient, Chill Easy Listening
5752;all106_06_Bowrider_743881.wav;Easy Listening;Ambient, Chill;18.000.024.943.310.600;Ambient, Chill Easy Listening
5753;all106_07_Come-To-Your-Senses_743882.wav;Easy Listening;Ambient, Chill;13.400.038.548.752.800;Ambient, Chill Easy Listening
5754;all106_08_Hyperdrive_743883.wav;Easy Listening;Ambient, Chill;15.900.079.365.079.300;Ambient, Chill Easy Listening
5755;all106_09_Come-To-Life_743884.wav;Easy Listening;Ambient, Chill;15.600.097.505.668.900;Ambient, Chill Easy Listening
5756;all106_10_Hold-Firm_743885.wav;Easy Listening;Ambient, Chill;15.900.034.013.605.400;Ambient, Chill Easy Listening
5757;all106_11_Better-Version-Of-Yourself_743886.wav;Easy Listening;Ambient, Chill;1.350.000.680.272.100;Ambient, Chill Easy Listening
5759;all107_02_A-Change-Is-Coming_743888.wav;Atmosphere;Ambient, Chill;16.500.034.013.605.400;Ambient, Chill Atmosphere
5761;all107_04_Dream-Sequence_743890.wav;Atmosphere;Ambient, Chill;16.800.063.492.063.400;Ambient, Chill Atmosphere
5764;all107_07_Brave_743893.wav;Atmosphere;Ambient, Chill;174.0;Ambient, Chill Atmosphere
5765;all107_08_All-In-This-Together_743894.wav;Atmosphere;Ambient, Chill;18.900.083.900.226.700;Ambient, Chill Atmosphere
5766;all107_09_Carry-Me-Home_743895.wav;Atmosphere;Ambient, Chill;124.0;Ambient, Chill Atmosphere
5767;all108_01_Dont_743896.wav;Pop;Others;24.000.031.746.031.700;Others Pop
5768;all108_02_Blind-Alibi_743897.wav;Pop;Others;1.680.018.820.861.670;Others Pop
5769;all108_03_Canyons_743898.wav;Pop;Others;2.220.006.575.963.710;Others Pop
5770;all108_04_Screens_743899.wav;Pop;Others;256.0;Others Pop
5771;all108_05_Alchemy_743900.wav;Filmscore;Pop;14.900.013.605.442.100;Filmscore Pop
5772;all108_06_Apollo_743901.wav;Filmscore;Pop;12.000.022.675.736.900;Filmscore Pop
5777;all109_02_Greet-The-Day_743906.wav;Atmosphere;Ambient, Chill;16.200.009.070.294.700;Ambient, Chill Atmosphere
5779;all109_04_Hustle-&-Bustle_743908.wav;Atmosphere;Ambient, Chill;13.500.097.505.668.900;Ambient, Chill Atmosphere
5781;all109_06_Embrace-The-Moment_743910.wav;Atmosphere;Ambient, Chill;15.000.034.013.605.400;Ambient, Chill Atmosphere
5782;all109_07_Everyday-Blessings_743911.wav;Atmosphere;Ambient, Chill;1.620.006.575.963.710;Ambient, Chill Atmosphere
5784;all109_09_Dont-Sweat-The-Small-Stuff_743913.wav;Atmosphere;Ambient, Chill;12.700.018.140.589.500;Ambient, Chill Atmosphere
5785;all109_10_Expand-Your-Horizons_743914.wav;Atmosphere;Ambient, Chill;13.500.034.013.605.400;Ambient, Chill Atmosphere
5786;all109_11_Quiet-Moments_743915.wav;Atmosphere;Ambient, Chill;11.800.070.294.784.500;Ambient, Chill Atmosphere
5787;all109_12_Change-Your-Mindset_743916.wav;Atmosphere;Ambient, Chill;16.300.036.281.179.100;Ambient, Chill Atmosphere
5789;all109_14_In-Your-Corner_743918.wav;Atmosphere;Ambient, Chill;1.340.006.575.963.710;Ambient, Chill Atmosphere
5790;all110_01_Aurora-Borealis_743919.wav;Electronica;Ambient, Chill;1.510.008.843.537.410;Ambient, Chill Electronica
5791;all110_02_Blue-Whale_743920.wav;Electronica;Ambient, Chill;15.300.047.619.047.600;Ambient, Chill Electronica
5792;all110_03_Fractured-Light_743921.wav;Electronica;Ambient, Chill;14.500.054.421.768.700;Ambient, Chill Electronica
5793;all110_04_Artificial-Intelligence_743922.wav;Electronica;Ambient, Chill;14.100.079.365.079.300;Ambient, Chill Electronica
5794;all110_05_Digital-Flutter_743923.wav;Electronica;Ambient, Chill;149.000.589.569.161;Ambient, Chill Electronica
5795;all110_06_Innovations_743924.wav;Electronica;Ambient, Chill;16.600.031.746.031.700;Ambient, Chill Electronica
5796;all110_07_Conscious-Thought_743925.wav;Electronica;Ambient, Chill;16.000.043.083.900.200;Ambient, Chill Electronica
5797;all110_08_Par-Avion_743926.wav;Electronica;Ambient, Chill;1.520.001.133.786.840;Ambient, Chill Electronica
5798;all110_09_Data-Drift_743927.wav;Electronica;Ambient, Chill;15.600.045.351.473.900;Ambient, Chill Electronica
5799;all110_10_Behind-The-Mask_743928.wav;Electronica;Ambient, Chill;14.600.074.829.931.900;Ambient, Chill Electronica
5800;all110_11_Future-Past_743929.wav;Electronica;Ambient, Chill;16.200.079.365.079.300;Ambient, Chill Electronica
5801;all110_12_Bot-Farm_743930.wav;Electronica;Ambient, Chill;15.200.097.505.668.900;Ambient, Chill Electronica
5802;all111_01_Down-The-Road_743931.wav;Indie, Alternative;Electronica;15.100.063.492.063.400;Electronica Indie, Alternative
5803;all111_02_Bloom_743932.wav;Indie, Alternative;Electronica;8.700.027.210.884.350;Electronica Indie, Alternative
5804;all111_04_Echoes-Of-The-Truth_743933.wav;Indie, Alternative;Electronica;13.900.063.492.063.400;Electronica Indie, Alternative
5805;all111_05_Drifting-Off_743934.wav;Indie, Alternative;Electronica;16.300.086.167.800.400;Electronica Indie, Alternative
5806;all111_06_A-Burst-Of-Colour_743935.wav;Indie, Alternative;Electronica;16.100.063.492.063.400;Electronica Indie, Alternative
5807;all111_08_Hello-Again_743936.wav;Indie, Alternative;Electronica;1.460.002.267.573.690;Electronica Indie, Alternative
5808;all111_10_Forward-Thinker_743937.wav;Indie, Alternative;Electronica;1.660.006.575.963.710;Electronica Indie, Alternative
5809;all111_11_Finding-Yourself_743938.wav;Indie, Alternative;Electronica;13.800.045.351.473.900;Electronica Indie, Alternative
5810;all111_12_Get-Lost-In-The-Moment_743939.wav;Indie, Alternative;Electronica;13.200.024.943.310.600;Electronica Indie, Alternative
5811;all111_13_Give-Me-Something-More_743940.wav;Indie, Alternative;Electronica;1.300.006.575.963.710;Electronica Indie, Alternative
5812;all111_14_Daisy-Chains_743941.wav;Indie, Alternative;Electronica;13.700.083.900.226.700;Electronica Indie, Alternative
5813;all111_16_Gentle-Breeze_743942.wav;Indie, Alternative;Electronica;17.400.036.281.179.100;Electronica Indie, Alternative
5814;all111_17_Feels-Like-Home_743943.wav;Indie, Alternative;Electronica;1.710.002.267.573.690;Electronica Indie, Alternative
5815;all111_19_Blanket-Of-Stars_743944.wav;Indie, Alternative;Electronica;140.0;Electronica Indie, Alternative
5816;all111_20_Cause-&-Effect_743945.wav;Indie, Alternative;Electronica;23.500.074.829.931.900;Electronica Indie, Alternative
5832;all113_01_As-Easy-As-123_743961.wav;Easy Listening;Kids;9.333.816.326.530.610;Easy Listening Kids
5833;all113_02_Be-Happy_743962.wav;Easy Listening;Kids;11.593.986.394.557.800;Easy Listening Kids
5834;all113_03_Casual-Stroll_743963.wav;Easy Listening;Kids;12.605.251.700.680.200;Easy Listening Kids
5835;all113_04_Dainty-&-Delightful_743964.wav;Easy Listening;Kids;12.370.507.936.507.900;Easy Listening Kids
5836;all113_05_Everyone-Welcome_743965.wav;Easy Listening;Kids;989.553.514.739.229;Easy Listening Kids
5837;all113_06_Floating-In-The-Breeze_743966.wav;Kids;Orchestral;12.833.167.800.453.500;Kids Orchestral
5838;all113_07_Fresh-As-A-Daisy_743967.wav;Easy Listening;Kids;12.258.625.850.340.100;Easy Listening Kids
5839;all113_08_Happiness-Is_743968.wav;Easy Listening;Kids;11.769.539.682.539.600;Easy Listening Kids
5840;all113_09_Infectious-Happiness_743969.wav;Easy Listening;Kids;7.590.619.047.619.040;Easy Listening Kids
5841;all113_10_Its-Academic_743970.wav;Kids;Orchestral;9.896.160.997.732.420;Kids Orchestral
5842;all113_11_Its-The-Simple-Things_743971.wav;Easy Listening;Kids;8.526.571.428.571.420;Easy Listening Kids
5843;all113_12_Join-In-The-Fun_743972.wav;Easy Listening;Kids;10.339.190.476.190.400;Easy Listening Kids
5844;all114_01_Breakdown_743973.wav;Atmosphere;Drone;16.248.369.614.512.400;Atmosphere Drone
5845;all114_02_Error-Code_743974.wav;Atmosphere;Drone;1.588.860.544.217.680;Atmosphere Drone
5846;all114_03_Disbelief_743975.wav;Atmosphere;Drone;13.614.766.439.909.200;Atmosphere Drone
5847;all114_04_Circumstantial-Evidence_743976.wav;Atmosphere;Drone;15.163.138.321.995.400;Atmosphere Drone
5848;all114_05_Biorhythm_743977.wav;Atmosphere;Drone;17.342.984.126.984.100;Atmosphere Drone
5849;all114_06_Drawing-Conclusions_743978.wav;Atmosphere;Drone;1.286.740.589.569.160;Atmosphere Drone
5850;all114_07_Clockwork-Threat_743979.wav;Atmosphere;Drone;1.524.046.485.260.770;Atmosphere Drone
5851;all114_08_Emergency-Situation_743980.wav;Atmosphere;Drone;14.689.403.628.117.900;Atmosphere Drone
5852;all114_09_A-Hard-Truth_743981.wav;Atmosphere;Drone;1.186.028.798.185.940;Atmosphere Drone
5853;all114_10_Data-Error_743982.wav;Atmosphere;Drone;15.843.342.403.628.100;Atmosphere Drone
5854;all114_11_Calculations_743983.wav;Atmosphere;Drone;14.171.655.328.798.100;Atmosphere Drone
5855;all114_12_An-Act-Of-Betrayal_743984.wav;Atmosphere;Drone;18.116.961.451.247.100;Atmosphere Drone
5856;all114_13_Future-Tense_743985.wav;Atmosphere;Drone;15.990.396.825.396.800;Atmosphere Drone
5857;all115_01_Byron-Bay_743986.wav;Electronica;Pop;15.111.473.922.902.400;Electronica Pop
5858;all115_02_Keep-Your-Cool_743987.wav;Electronica;Pop;15.088.850.340.136.000;Electronica Pop
5859;all115_03_Coast-To-Coast_743988.wav;Electronica;Pop;1.576.121.088.435.370;Electronica Pop
5860;all115_04_Exotic-Beauty_743989.wav;Electronica;Pop;14.068.743.764.172.300;Electronica Pop
5861;all115_05_Day-To-Remember_743990.wav;Electronica;Pop;14.963.702.947.845.800;Electronica Pop
5862;all115_06_Above-It-All_743991.wav;Electronica;Pop;15.438.049.886.621.300;Electronica Pop
5863;all115_07_Be-Free_743992.wav;Electronica;Pop;15.188.823.129.251.700;Electronica Pop
5864;all115_08_Carried-Away_743993.wav;Electronica;Pop;1.472.685.941.043.080;Electronica Pop
